user_id,date,steps,heart_rate,class_attended,churned
user_1,2025-09-06,8689,60,0,0
user_1,2025-09-05,8005,62,0,0
user_1,2025-09-04,5947,99,0,0
user_1,2025-09-03,3946,132,1,0
user_1,2025-09-02,1403,153,0,0
user_1,2025-09-01,1133,157,0,0
user_2,2025-09-30,2702,120,0,1
user_2,2025-09-29,3878,130,0,1
user_2,2025-09-28,676,93,0,1
user_2,2025-09-27,2161,137,0,1
user_2,2025-09-26,1733,87,0,1
user_2,2025-09-25,3804,129,0,1
user_2,2025-09-24,3093,153,0,1
user_2,2025-09-23,2825,85,0,1
user_2,2025-09-22,2920,99,0,1
user_2,2025-09-21,1634,145,0,1
user_2,2025-09-20,2661,107,0,1
user_2,2025-09-19,1794,126,0,1
user_2,2025-09-18,1849,75,0,1
user_2,2025-09-17,1015,88,0,1
user_2,2025-09-16,262,103,0,1
user_2,2025-09-15,86,135,0,1
user_2,2025-09-14,2268,89,0,1
user_2,2025-09-13,2410,88,0,1
user_2,2025-09-12,29,69,0,1
user_2,2025-09-11,2899,140,0,1
user_2,2025-09-10,241,89,0,1
user_2,2025-09-09,276,64,0,1
user_2,2025-09-08,3521,102,0,1
user_2,2025-09-07,290,125,0,1
user_2,2025-09-06,974,95,0,1
user_2,2025-09-05,2740,122,0,1
user_2,2025-09-04,877,129,0,1
user_2,2025-09-03,541,152,0,1
user_2,2025-09-02,3831,133,0,1
user_2,2025-09-01,2360,120,0,1
user_3,2025-09-30,7749,112,0,0
user_3,2025-09-29,1588,144,0,0
user_3,2025-09-28,6939,112,0,0
user_3,2025-09-27,11945,66,0,0
user_3,2025-09-26,10587,72,0,0
user_3,2025-09-25,11931,103,1,0
user_3,2025-09-24,1790,91,0,0
user_3,2025-09-23,8786,117,0,0
user_3,2025-09-22,3006,95,0,0
user_3,2025-09-21,1235,116,1,0
user_3,2025-09-20,9016,72,0,0
user_3,2025-09-19,8856,61,1,0
user_3,2025-09-18,3872,81,0,0
user_3,2025-09-17,7886,87,1,0
user_3,2025-09-16,960,81,0,0
user_3,2025-09-15,6396,93,1,0
user_3,2025-09-14,7454,96,0,0
user_3,2025-09-13,11968,160,0,0
user_3,2025-09-12,11770,122,0,0
user_3,2025-09-11,4861,87,1,0
user_3,2025-09-10,9489,154,0,0
user_3,2025-09-09,5138,67,0,0
user_3,2025-09-08,7811,124,1,0
user_3,2025-09-07,8701,80,0,0
user_3,2025-09-06,8320,70,1,0
user_3,2025-09-05,1122,136,0,0
user_3,2025-09-04,3853,111,0,0
user_3,2025-09-03,9333,91,0,0
user_3,2025-09-02,651,139,0,0
user_3,2025-09-01,10770,134,0,0
user_4,2025-09-30,4272,86,0,0
user_4,2025-09-29,5147,90,0,0
user_4,2025-09-28,2144,145,0,0
user_4,2025-09-27,7491,100,1,0
user_4,2025-09-26,1188,61,0,0
user_4,2025-09-25,9224,72,0,0
user_4,2025-09-24,3492,124,0,0
user_4,2025-09-23,5718,68,1,0
user_4,2025-09-22,6054,96,0,0
user_4,2025-09-21,8900,150,0,0
user_4,2025-09-20,10714,127,0,0
user_4,2025-09-19,9086,98,1,0
user_4,2025-09-18,1697,77,0,0
user_4,2025-09-17,1753,155,0,0
user_4,2025-09-16,4462,96,0,0
user_4,2025-09-15,11757,103,0,0
user_4,2025-09-14,10391,93,0,0
user_4,2025-09-13,4114,66,0,0
user_4,2025-09-12,6939,95,0,0
user_4,2025-09-11,5464,158,0,0
user_4,2025-09-10,4291,80,1,0
user_4,2025-09-09,9038,150,0,0
user_4,2025-09-08,158,74,0,0
user_4,2025-09-07,11321,79,0,0
user_4,2025-09-06,6049,134,0,0
user_4,2025-09-05,7041,76,0,0
user_4,2025-09-04,5974,65,1,0
user_4,2025-09-03,3441,147,0,0
user_4,2025-09-02,1684,105,1,0
user_4,2025-09-01,6658,139,1,0
user_5,2025-09-30,3878,80,1,0
user_5,2025-09-29,2900,112,0,0
user_5,2025-09-28,5442,160,1,0
user_5,2025-09-27,10975,154,1,0
user_5,2025-09-26,4371,80,1,0
user_5,2025-09-25,1771,108,1,0
user_5,2025-09-24,7711,88,0,0
user_5,2025-09-23,7541,104,0,0
user_5,2025-09-22,3728,88,0,0
user_5,2025-09-21,3164,111,0,0
user_5,2025-09-20,1137,158,0,0
user_5,2025-09-19,10510,125,0,0
user_5,2025-09-18,8785,102,1,0
user_5,2025-09-17,1889,93,0,0
user_5,2025-09-16,4349,64,0,0
user_5,2025-09-15,7119,104,1,0
user_5,2025-09-14,5139,115,0,0
user_5,2025-09-13,8379,74,0,0
user_5,2025-09-12,9446,84,0,0
user_5,2025-09-11,11612,115,0,0
user_5,2025-09-10,8821,147,1,0
user_5,2025-09-09,10987,85,0,0
user_5,2025-09-08,1146,145,1,0
user_5,2025-09-07,10209,100,0,0
user_5,2025-09-06,2041,152,1,0
user_5,2025-09-05,8308,99,0,0
user_5,2025-09-04,5344,111,0,0
user_5,2025-09-03,9083,76,0,0
user_5,2025-09-02,10894,108,0,0
user_5,2025-09-01,2851,138,0,0
user_6,2025-09-30,6,98,0,0
user_6,2025-09-29,7043,160,0,0
user_6,2025-09-28,10726,101,0,0
user_6,2025-09-27,7244,146,0,0
user_6,2025-09-26,7752,154,0,0
user_6,2025-09-25,1389,96,0,0
user_6,2025-09-24,10370,139,0,0
user_6,2025-09-23,3848,146,0,0
user_6,2025-09-22,3262,78,0,0
user_6,2025-09-21,4011,120,0,0
user_6,2025-09-20,1193,118,0,0
user_6,2025-09-19,10318,133,0,0
user_6,2025-09-18,11409,109,0,0
user_6,2025-09-17,3997,78,0,0
user_6,2025-09-16,90,156,1,0
user_6,2025-09-15,1746,159,0,0
user_6,2025-09-14,2881,149,0,0
user_6,2025-09-13,822,131,0,0
user_6,2025-09-12,1988,118,0,0
user_6,2025-09-11,7612,145,0,0
user_6,2025-09-10,9157,136,0,0
user_6,2025-09-09,7251,138,1,0
user_6,2025-09-08,8270,114,1,0
user_6,2025-09-07,8976,117,1,0
user_6,2025-09-06,7777,117,0,0
user_6,2025-09-05,4050,141,0,0
user_6,2025-09-04,8540,122,0,0
user_6,2025-09-03,4499,116,0,0
user_6,2025-09-02,4681,90,0,0
user_6,2025-09-01,5238,129,0,0
user_7,2025-09-30,1568,148,0,1
user_7,2025-09-29,625,150,0,1
user_7,2025-09-28,876,68,0,1
user_7,2025-09-27,1699,112,0,1
user_7,2025-09-26,1355,129,0,1
user_7,2025-09-25,1908,113,0,1
user_7,2025-09-24,255,86,0,1
user_7,2025-09-23,3411,113,0,1
user_7,2025-09-22,1595,158,0,1
user_7,2025-09-21,2392,149,0,1
user_7,2025-09-20,80,157,0,1
user_7,2025-09-19,2358,108,0,1
user_7,2025-09-18,1953,60,0,1
user_7,2025-09-17,3861,105,0,1
user_7,2025-09-16,1223,156,0,1
user_7,2025-09-15,1597,113,0,1
user_7,2025-09-14,2204,155,0,1
user_7,2025-09-13,3009,129,0,1
user_7,2025-09-12,3276,137,0,1
user_7,2025-09-11,3677,88,0,1
user_7,2025-09-10,1999,88,0,1
user_7,2025-09-09,1117,115,0,1
user_7,2025-09-08,1989,63,0,1
user_7,2025-09-07,1592,103,0,1
user_7,2025-09-06,2739,146,0,1
user_7,2025-09-05,3269,111,0,1
user_7,2025-09-04,2966,81,0,1
user_7,2025-09-03,3442,119,0,1
user_7,2025-09-02,3766,76,0,1
user_7,2025-09-01,2548,128,0,1
user_8,2025-09-30,1613,135,0,1
user_8,2025-09-29,2311,144,0,1
user_8,2025-09-28,111,70,0,1
user_8,2025-09-27,2632,114,0,1
user_8,2025-09-26,555,119,0,1
user_8,2025-09-25,744,66,0,1
user_8,2025-09-24,1065,108,0,1
user_8,2025-09-23,1340,87,0,1
user_8,2025-09-22,1862,101,0,1
user_8,2025-09-21,1382,157,0,1
user_8,2025-09-20,3603,108,0,1
user_8,2025-09-19,1139,156,0,1
user_8,2025-09-18,3896,113,0,1
user_8,2025-09-17,1033,70,0,1
user_8,2025-09-16,1926,62,0,1
user_8,2025-09-15,3068,129,0,1
user_8,2025-09-14,213,104,0,1
user_8,2025-09-13,918,143,0,1
user_8,2025-09-12,281,159,0,1
user_8,2025-09-11,3921,143,0,1
user_8,2025-09-10,164,156,0,1
user_8,2025-09-09,127,91,0,1
user_8,2025-09-08,816,62,0,1
user_8,2025-09-07,2544,79,0,1
user_8,2025-09-06,977,76,0,1
user_8,2025-09-05,1939,145,0,1
user_8,2025-09-04,468,132,0,1
user_8,2025-09-03,3882,87,0,1
user_8,2025-09-02,1904,149,0,1
user_8,2025-09-01,1049,158,0,1
user_9,2025-09-30,9926,137,1,0
user_9,2025-09-29,11769,74,1,0
user_9,2025-09-28,2683,99,0,0
user_9,2025-09-27,420,99,0,0
user_9,2025-09-26,6149,110,1,0
user_9,2025-09-25,3249,69,0,0
user_9,2025-09-24,10276,91,0,0
user_9,2025-09-23,4941,147,0,0
user_9,2025-09-22,1983,132,1,0
user_9,2025-09-21,5688,128,0,0
user_9,2025-09-20,6071,68,0,0
user_9,2025-09-19,5590,61,1,0
user_9,2025-09-18,8031,73,0,0
user_9,2025-09-17,5934,141,1,0
user_9,2025-09-16,7532,150,0,0
user_9,2025-09-15,2885,153,0,0
user_9,2025-09-14,10657,94,0,0
user_9,2025-09-13,8817,159,0,0
user_9,2025-09-12,7136,153,0,0
user_9,2025-09-11,5280,91,1,0
user_9,2025-09-10,1419,95,1,0
user_9,2025-09-09,3995,156,0,0
user_9,2025-09-08,9999,145,0,0
user_9,2025-09-07,470,123,1,0
user_9,2025-09-06,2979,122,0,0
user_9,2025-09-05,4232,103,0,0
user_9,2025-09-04,9767,149,1,0
user_9,2025-09-03,9106,61,0,0
user_9,2025-09-02,3130,70,0,0
user_9,2025-09-01,6658,122,0,0
user_10,2025-09-30,7800,142,1,0
user_10,2025-09-29,7342,62,0,0
user_10,2025-09-28,3630,111,0,0
user_10,2025-09-27,5016,144,0,0
user_10,2025-09-26,7753,130,0,0
user_10,2025-09-25,6971,155,0,0
user_10,2025-09-24,5764,149,0,0
user_10,2025-09-23,5023,92,0,0
user_10,2025-09-22,11817,84,0,0
user_10,2025-09-21,8779,157,0,0
user_10,2025-09-20,3138,87,1,0
user_10,2025-09-19,4530,152,0,0
user_10,2025-09-18,8595,136,0,0
user_10,2025-09-17,1647,84,0,0
user_10,2025-09-16,5912,82,0,0
user_10,2025-09-15,11600,128,0,0
user_10,2025-09-14,745,66,0,0
user_10,2025-09-13,11426,76,0,0
user_10,2025-09-12,8042,73,1,0
user_10,2025-09-11,9405,96,0,0
user_10,2025-09-10,7216,103,0,0
user_10,2025-09-09,841,92,1,0
user_10,2025-09-08,7827,74,1,0
user_10,2025-09-07,6565,122,0,0
user_10,2025-09-06,10312,147,0,0
user_10,2025-09-05,2444,132,1,0
user_10,2025-09-04,1395,91,0,0
user_10,2025-09-03,6818,137,0,0
user_10,2025-09-02,10132,88,1,0
user_10,2025-09-01,6232,117,1,0
user_11,2025-09-30,9642,114,0,0
user_11,2025-09-29,10174,67,0,0
user_11,2025-09-28,1625,157,0,0
user_11,2025-09-27,3457,93,0,0
user_11,2025-09-26,2573,90,0,0
user_11,2025-09-25,1229,80,0,0
user_11,2025-09-24,7381,148,0,0
user_11,2025-09-23,4771,64,0,0
user_11,2025-09-22,11582,96,1,0
user_11,2025-09-21,7438,69,0,0
user_11,2025-09-20,4334,160,1,0
user_11,2025-09-19,9663,144,1,0
user_11,2025-09-18,3241,114,0,0
user_11,2025-09-17,3683,142,0,0
user_11,2025-09-16,4352,78,0,0
user_11,2025-09-15,2718,99,0,0
user_11,2025-09-14,9325,96,0,0
user_11,2025-09-13,7679,148,0,0
user_11,2025-09-12,6594,94,0,0
user_11,2025-09-11,8090,116,0,0
user_11,2025-09-10,653,115,1,0
user_11,2025-09-09,9891,92,0,0
user_11,2025-09-08,3750,146,1,0
user_11,2025-09-07,9424,135,1,0
user_11,2025-09-06,11014,94,0,0
user_11,2025-09-05,2870,120,0,0
user_11,2025-09-04,7245,95,0,0
user_11,2025-09-03,9590,115,0,0
user_11,2025-09-02,8056,71,0,0
user_11,2025-09-01,6690,102,0,0
user_12,2025-09-30,658,102,0,1
user_12,2025-09-29,1686,148,0,1
user_12,2025-09-28,2029,96,0,1
user_12,2025-09-27,2713,111,0,1
user_12,2025-09-26,3332,157,0,1
user_12,2025-09-25,2253,64,0,1
user_12,2025-09-24,1862,71,0,1
user_12,2025-09-23,1288,92,0,1
user_12,2025-09-22,1324,74,0,1
user_12,2025-09-21,3973,158,0,1
user_12,2025-09-20,1655,125,0,1
user_12,2025-09-19,3378,60,0,1
user_12,2025-09-18,2693,129,0,1
user_12,2025-09-17,1892,112,0,1
user_12,2025-09-16,222,84,0,1
user_12,2025-09-15,2123,106,0,1
user_12,2025-09-14,2550,156,0,1
user_12,2025-09-13,2041,140,0,1
user_12,2025-09-12,1810,157,0,1
user_12,2025-09-11,211,86,0,1
user_12,2025-09-10,1093,130,0,1
user_12,2025-09-09,536,96,0,1
user_12,2025-09-08,1794,149,0,1
user_12,2025-09-07,1985,75,0,1
user_12,2025-09-06,118,140,0,1
user_12,2025-09-05,2493,90,0,1
user_12,2025-09-04,2907,80,0,1
user_12,2025-09-03,1272,130,0,1
user_12,2025-09-02,56,130,0,1
user_12,2025-09-01,1671,71,0,1
user_13,2025-09-30,1858,119,1,0
user_13,2025-09-29,10612,79,0,0
user_13,2025-09-28,11740,97,0,0
user_13,2025-09-27,4479,113,1,0
user_13,2025-09-26,7736,91,0,0
user_13,2025-09-25,2369,109,0,0
user_13,2025-09-24,9820,125,1,0
user_13,2025-09-23,2236,68,0,0
user_13,2025-09-22,6798,103,1,0
user_13,2025-09-21,8318,94,1,0
user_13,2025-09-20,4634,152,0,0
user_13,2025-09-19,9616,134,1,0
user_13,2025-09-18,8022,79,0,0
user_13,2025-09-17,7935,104,0,0
user_13,2025-09-16,8903,108,0,0
user_13,2025-09-15,5272,84,1,0
user_13,2025-09-14,3912,133,0,0
user_13,2025-09-13,6730,65,0,0
user_13,2025-09-12,7749,150,1,0
user_13,2025-09-11,6246,109,1,0
user_13,2025-09-10,10682,79,0,0
user_13,2025-09-09,606,76,0,0
user_13,2025-09-08,9669,102,1,0
user_13,2025-09-07,7213,72,0,0
user_13,2025-09-06,7486,61,1,0
user_13,2025-09-05,6717,143,1,0
user_13,2025-09-04,1225,120,1,0
user_13,2025-09-03,4342,103,0,0
user_13,2025-09-02,6512,143,0,0
user_13,2025-09-01,5383,146,1,0
user_14,2025-09-30,5188,140,1,0
user_14,2025-09-29,7994,129,0,0
user_14,2025-09-28,1121,90,0,0
user_14,2025-09-27,4708,89,1,0
user_14,2025-09-26,7110,72,1,0
user_14,2025-09-25,11532,72,0,0
user_14,2025-09-24,11370,98,1,0
user_14,2025-09-23,753,101,1,0
user_14,2025-09-22,4806,105,0,0
user_14,2025-09-21,2385,91,0,0
user_14,2025-09-20,9272,147,1,0
user_14,2025-09-19,2785,82,0,0
user_14,2025-09-18,6267,139,0,0
user_14,2025-09-17,8153,134,0,0
user_14,2025-09-16,7555,141,0,0
user_14,2025-09-15,4183,145,0,0
user_14,2025-09-14,7622,96,0,0
user_14,2025-09-13,2588,69,0,0
user_14,2025-09-12,5661,135,0,0
user_14,2025-09-11,6951,148,0,0
user_14,2025-09-10,4949,85,1,0
user_14,2025-09-09,7916,73,0,0
user_14,2025-09-08,9370,105,0,0
user_14,2025-09-07,11456,97,0,0
user_14,2025-09-06,10784,110,0,0
user_14,2025-09-05,9272,147,1,0
user_14,2025-09-04,803,137,1,0
user_14,2025-09-03,4689,159,1,0
user_14,2025-09-02,9946,105,0,0
user_14,2025-09-01,3115,139,0,0
user_15,2025-09-30,10800,147,1,0
user_15,2025-09-29,10293,72,1,0
user_15,2025-09-28,10589,65,0,0
user_15,2025-09-27,7222,64,0,0
user_15,2025-09-26,11998,76,0,0
user_15,2025-09-25,4835,101,1,0
user_15,2025-09-24,2877,85,0,0
user_15,2025-09-23,8837,106,0,0
user_15,2025-09-22,4465,81,0,0
user_15,2025-09-21,7894,97,1,0
user_15,2025-09-20,5549,74,0,0
user_15,2025-09-19,1233,78,1,0
user_15,2025-09-18,3696,146,1,0
user_15,2025-09-17,6511,131,0,0
user_15,2025-09-16,6464,61,0,0
user_15,2025-09-15,2024,118,0,0
user_15,2025-09-14,11015,93,0,0
user_15,2025-09-13,10461,107,0,0
user_15,2025-09-12,3830,120,0,0
user_15,2025-09-11,9198,101,1,0
user_15,2025-09-10,3626,142,0,0
user_15,2025-09-09,7606,149,0,0
user_15,2025-09-08,6689,74,0,0
user_15,2025-09-07,609,98,1,0
user_15,2025-09-06,1902,72,0,0
user_15,2025-09-05,8807,77,0,0
user_15,2025-09-04,6078,145,1,0
user_15,2025-09-03,11411,129,0,0
user_15,2025-09-02,11904,79,1,0
user_15,2025-09-01,10730,72,1,0
user_16,2025-09-30,4583,64,0,0
user_16,2025-09-29,3559,116,0,0
user_16,2025-09-28,3868,106,0,0
user_16,2025-09-27,11234,107,0,0
user_16,2025-09-26,10564,105,0,0
user_16,2025-09-25,4520,84,1,0
user_16,2025-09-24,7450,71,0,0
user_16,2025-09-23,10513,141,0,0
user_16,2025-09-22,349,66,1,0
user_16,2025-09-21,3990,76,1,0
user_16,2025-09-20,3362,68,1,0
user_16,2025-09-19,9080,86,0,0
user_16,2025-09-18,3817,102,1,0
user_16,2025-09-17,9764,60,0,0
user_16,2025-09-16,2370,76,0,0
user_16,2025-09-15,2858,74,0,0
user_16,2025-09-14,422,76,0,0
user_16,2025-09-13,3898,135,0,0
user_16,2025-09-12,2854,93,0,0
user_16,2025-09-11,6897,127,0,0
user_16,2025-09-10,1041,120,0,0
user_16,2025-09-09,5931,125,0,0
user_16,2025-09-08,7405,124,0,0
user_16,2025-09-07,10077,65,1,0
user_16,2025-09-06,10795,126,0,0
user_16,2025-09-05,10540,63,0,0
user_16,2025-09-04,7847,111,0,0
user_16,2025-09-03,1768,122,1,0
user_16,2025-09-02,7267,69,1,0
user_16,2025-09-01,5277,137,0,0
user_17,2025-09-30,2557,141,0,1
user_17,2025-09-29,2397,130,0,1
user_17,2025-09-28,2916,101,0,1
user_17,2025-09-27,1560,136,0,1
user_17,2025-09-26,2173,97,0,1
user_17,2025-09-25,1858,124,0,1
user_17,2025-09-24,2479,115,0,1
user_17,2025-09-23,406,149,0,1
user_17,2025-09-22,468,143,0,1
user_17,2025-09-21,2666,158,0,1
user_17,2025-09-20,2258,152,0,1
user_17,2025-09-19,3545,87,0,1
user_17,2025-09-18,1761,117,0,1
user_17,2025-09-17,3637,89,0,1
user_17,2025-09-16,1694,103,0,1
user_17,2025-09-15,3389,118,0,1
user_17,2025-09-14,1633,113,0,1
user_17,2025-09-13,2988,72,0,1
user_17,2025-09-12,1280,114,0,1
user_17,2025-09-11,1280,145,0,1
user_17,2025-09-10,1044,107,0,1
user_17,2025-09-09,3905,79,0,1
user_17,2025-09-08,2813,120,0,1
user_17,2025-09-07,274,71,0,1
user_17,2025-09-06,3406,70,0,1
user_17,2025-09-05,381,115,0,1
user_17,2025-09-04,395,155,0,1
user_17,2025-09-03,3026,107,0,1
user_17,2025-09-02,3325,76,0,1
user_17,2025-09-01,2278,67,0,1
user_18,2025-09-30,9201,131,0,0
user_18,2025-09-29,2002,112,0,0
user_18,2025-09-28,10900,156,0,0
user_18,2025-09-27,11813,66,1,0
user_18,2025-09-26,9837,99,0,0
user_18,2025-09-25,9468,124,0,0
user_18,2025-09-24,10759,121,0,0
user_18,2025-09-23,1773,104,1,0
user_18,2025-09-22,6022,74,1,0
user_18,2025-09-21,9406,88,1,0
user_18,2025-09-20,9190,158,1,0
user_18,2025-09-19,10052,146,0,0
user_18,2025-09-18,430,137,1,0
user_18,2025-09-17,11361,94,0,0
user_18,2025-09-16,4477,149,1,0
user_18,2025-09-15,5567,104,0,0
user_18,2025-09-14,2347,132,0,0
user_18,2025-09-13,1140,78,1,0
user_18,2025-09-12,502,71,1,0
user_18,2025-09-11,3524,108,0,0
user_18,2025-09-10,5585,80,0,0
user_18,2025-09-09,11822,101,1,0
user_18,2025-09-08,9299,136,0,0
user_18,2025-09-07,861,79,0,0
user_18,2025-09-06,10122,66,0,0
user_18,2025-09-05,4458,116,0,0
user_18,2025-09-04,7957,137,0,0
user_18,2025-09-03,4475,87,1,0
user_18,2025-09-02,1864,104,0,0
user_18,2025-09-01,4640,146,0,0
user_19,2025-09-30,10930,99,0,0
user_19,2025-09-29,6475,136,0,0
user_19,2025-09-28,3349,98,1,0
user_19,2025-09-27,2248,157,0,0
user_19,2025-09-26,5375,75,0,0
user_19,2025-09-25,7055,82,0,0
user_19,2025-09-24,8725,150,0,0
user_19,2025-09-23,9154,145,1,0
user_19,2025-09-22,1180,110,1,0
user_19,2025-09-21,693,115,0,0
user_19,2025-09-20,1275,100,0,0
user_19,2025-09-19,9394,111,1,0
user_19,2025-09-18,6843,97,0,0
user_19,2025-09-17,341,101,0,0
user_19,2025-09-16,10127,118,1,0
user_19,2025-09-15,5928,71,0,0
user_19,2025-09-14,1734,91,0,0
user_19,2025-09-13,6560,127,0,0
user_19,2025-09-12,5083,155,0,0
user_19,2025-09-11,5456,159,0,0
user_19,2025-09-10,8363,141,0,0
user_19,2025-09-09,8355,84,1,0
user_19,2025-09-08,5724,104,1,0
user_19,2025-09-07,10574,78,0,0
user_19,2025-09-06,2399,92,0,0
user_19,2025-09-05,9869,79,1,0
user_19,2025-09-04,10739,69,0,0
user_19,2025-09-03,10288,123,0,0
user_19,2025-09-02,9236,157,0,0
user_19,2025-09-01,11159,132,0,0
user_20,2025-09-30,5295,140,0,0
user_20,2025-09-29,7205,68,0,0
user_20,2025-09-28,10344,98,1,0
user_20,2025-09-27,9689,67,0,0
user_20,2025-09-26,1215,99,0,0
user_20,2025-09-25,616,67,0,0
user_20,2025-09-24,4703,69,0,0
user_20,2025-09-23,1479,138,0,0
user_20,2025-09-22,6299,119,0,0
user_20,2025-09-21,672,117,1,0
user_20,2025-09-20,9366,143,0,0
user_20,2025-09-19,9912,120,0,0
user_20,2025-09-18,1013,117,0,0
user_20,2025-09-17,5626,151,0,0
user_20,2025-09-16,10586,82,0,0
user_20,2025-09-15,11593,116,1,0
user_20,2025-09-14,8586,126,0,0
user_20,2025-09-13,5962,107,1,0
user_20,2025-09-12,6347,112,1,0
user_20,2025-09-11,11123,136,0,0
user_20,2025-09-10,10336,142,0,0
user_20,2025-09-09,5401,72,0,0
user_20,2025-09-08,6333,96,0,0
user_20,2025-09-07,10757,137,1,0
user_20,2025-09-06,5461,70,0,0
user_20,2025-09-05,2317,104,0,0
user_20,2025-09-04,10748,149,0,0
user_20,2025-09-03,2112,136,1,0
user_20,2025-09-02,1388,99,0,0
user_20,2025-09-01,10542,102,1,0
user_21,2025-09-30,11229,127,0,0
user_21,2025-09-29,10984,114,0,0
user_21,2025-09-28,298,106,0,0
user_21,2025-09-27,3509,103,1,0
user_21,2025-09-26,7967,84,0,0
user_21,2025-09-25,2253,79,0,0
user_21,2025-09-24,1657,124,1,0
user_21,2025-09-23,8626,64,0,0
user_21,2025-09-22,10125,76,0,0
user_21,2025-09-21,2527,80,0,0
user_21,2025-09-20,11351,158,0,0
user_21,2025-09-19,2712,152,0,0
user_21,2025-09-18,6731,106,0,0
user_21,2025-09-17,3891,116,0,0
user_21,2025-09-16,7355,89,0,0
user_21,2025-09-15,5070,160,0,0
user_21,2025-09-14,3178,107,0,0
user_21,2025-09-13,9345,116,0,0
user_21,2025-09-12,4616,159,0,0
user_21,2025-09-11,8641,113,1,0
user_21,2025-09-10,3271,137,0,0
user_21,2025-09-09,4096,66,0,0
user_21,2025-09-08,6081,130,1,0
user_21,2025-09-07,11655,126,1,0
user_21,2025-09-06,4670,70,1,0
user_21,2025-09-05,4469,117,1,0
user_21,2025-09-04,2414,115,0,0
user_21,2025-09-03,3637,117,1,0
user_21,2025-09-02,436,113,0,0
user_21,2025-09-01,8224,107,0,0
user_22,2025-09-30,6142,88,0,0
user_22,2025-09-29,1623,151,0,0
user_22,2025-09-28,2392,77,0,0
user_22,2025-09-27,7740,149,1,0
user_22,2025-09-26,11559,120,0,0
user_22,2025-09-25,86,70,0,0
user_22,2025-09-24,3533,79,0,0
user_22,2025-09-23,11915,137,0,0
user_22,2025-09-22,1821,159,0,0
user_22,2025-09-21,4934,75,0,0
user_22,2025-09-20,6878,141,1,0
user_22,2025-09-19,7489,68,0,0
user_22,2025-09-18,8189,136,0,0
user_22,2025-09-17,10353,125,0,0
user_22,2025-09-16,11772,78,0,0
user_22,2025-09-15,25,138,0,0
user_22,2025-09-14,9349,113,0,0
user_22,2025-09-13,10948,70,0,0
user_22,2025-09-12,5908,68,1,0
user_22,2025-09-11,8914,124,1,0
user_22,2025-09-10,8316,130,0,0
user_22,2025-09-09,7702,65,0,0
user_22,2025-09-08,6116,92,1,0
user_22,2025-09-07,5850,160,0,0
user_22,2025-09-06,3950,153,0,0
user_22,2025-09-05,1698,158,0,0
user_22,2025-09-04,5447,77,0,0
user_22,2025-09-03,8945,103,1,0
user_22,2025-09-02,2868,159,0,0
user_22,2025-09-01,11393,121,0,0
user_23,2025-09-30,1033,151,1,0
user_23,2025-09-29,7498,64,0,0
user_23,2025-09-28,717,85,1,0
user_23,2025-09-27,5170,99,0,0
user_23,2025-09-26,8897,120,0,0
user_23,2025-09-25,10598,84,0,0
user_23,2025-09-24,783,143,0,0
user_23,2025-09-23,2039,107,0,0
user_23,2025-09-22,6553,155,0,0
user_23,2025-09-21,6334,103,1,0
user_23,2025-09-20,8129,148,0,0
