user_id,date,steps,heart_rate,class_attended,churned
user_4,2025-06-24,9038,150,0,0
user_4,2025-06-23,158,74,0,0
user_4,2025-06-22,11321,79,0,0
user_4,2025-06-21,6049,134,0,0
user_4,2025-06-20,7041,76,0,0
user_4,2025-06-19,5974,65,1,0
user_4,2025-06-18,3441,147,0,0
user_4,2025-06-17,1684,105,1,0
user_4,2025-06-16,6658,139,1,0
user_5,2025-07-15,3878,80,1,0
user_5,2025-07-14,2900,112,0,0
user_5,2025-07-13,5442,160,1,0
user_5,2025-07-12,10975,154,1,0
user_5,2025-07-11,4371,80,1,0
user_5,2025-07-10,1771,108,1,0
user_5,2025-07-09,7711,88,0,0
user_5,2025-07-08,7541,104,0,0
user_5,2025-07-07,3728,88,0,0
user_5,2025-07-06,3164,111,0,0
user_5,2025-07-05,1137,158,0,0
user_5,2025-07-04,10510,125,0,0
user_5,2025-07-03,8785,102,1,0
user_5,2025-07-02,1889,93,0,0
user_5,2025-07-01,4349,64,0,0
user_5,2025-06-30,7119,104,1,0
user_5,2025-06-29,5139,115,0,0
user_5,2025-06-28,8379,74,0,0
user_5,2025-06-27,9446,84,0,0
user_5,2025-06-26,11612,115,0,0
user_5,2025-06-25,8821,147,1,0
user_5,2025-06-24,10987,85,0,0
user_5,2025-06-23,1146,145,1,0
user_5,2025-06-22,10209,100,0,0
user_5,2025-06-21,2041,152,1,0
user_5,2025-06-20,8308,99,0,0
user_5,2025-06-19,5344,111,0,0
user_5,2025-06-18,9083,76,0,0
user_5,2025-06-17,10894,108,0,0
user_5,2025-06-16,2851,138,0,0
user_6,2025-07-15,6,98,0,0
user_6,2025-07-14,7043,160,0,0
user_6,2025-07-13,10726,101,0,0
user_6,2025-07-12,7244,146,0,0
user_6,2025-07-11,7752,154,0,0
user_6,2025-07-10,1389,96,0,0
user_6,2025-07-09,10370,139,0,0
user_6,2025-07-08,3848,146,0,0
user_6,2025-07-07,3262,78,0,0
user_6,2025-07-06,4011,120,0,0
user_6,2025-07-05,1193,118,0,0
user_6,2025-07-04,10318,133,0,0
user_6,2025-07-03,11409,109,0,0
user_6,2025-07-02,3997,78,0,0
user_6,2025-07-01,90,156,1,0
user_6,2025-06-30,1746,159,0,0
user_6,2025-06-29,2881,149,0,0
user_6,2025-06-28,822,131,0,0
user_6,2025-06-27,1988,118,0,0
user_6,2025-06-26,7612,145,0,0
user_6,2025-06-25,9157,136,0,0
user_6,2025-06-24,7251,138,1,0
user_6,2025-06-23,8270,114,1,0
user_6,2025-06-22,8976,117,1,0
user_6,2025-06-21,7777,117,0,0
user_6,2025-06-20,4050,141,0,0
user_6,2025-06-19,8540,122,0,0
user_6,2025-06-18,4499,116,0,0
user_6,2025-06-17,4681,90,0,0
user_6,2025-06-16,5238,129,0,0
user_7,2025-07-15,1568,148,0,1
user_7,2025-07-14,625,150,0,1
user_7,2025-07-13,876,68,0,1
user_7,2025-07-12,1699,112,0,1
user_7,2025-07-11,1355,129,0,1
user_7,2025-07-10,1908,113,0,1
user_7,2025-07-09,255,86,0,1
user_7,2025-07-08,3411,113,0,1
user_7,2025-07-07,1595,158,0,1
user_7,2025-07-06,2392,149,0,1
user_7,2025-07-05,80,157,0,1
user_7,2025-07-04,2358,108,0,1
user_7,2025-07-03,1953,60,0,1
user_7,2025-07-02,3861,105,0,1
user_7,2025-07-01,1223,156,0,1
user_7,2025-06-30,1597,113,0,1
user_7,2025-06-29,2204,155,0,1
user_7,2025-06-28,3009,129,0,1
user_7,2025-06-27,3276,137,0,1
user_7,2025-06-26,3677,88,0,1
user_7,2025-06-25,1999,88,0,1
user_7,2025-06-24,1117,115,0,1
user_7,2025-06-23,1989,63,0,1
user_7,2025-06-22,1592,103,0,1
user_7,2025-06-21,2739,146,0,1
user_7,2025-06-20,3269,111,0,1
user_7,2025-06-19,2966,81,0,1
user_7,2025-06-18,3442,119,0,1
user_7,2025-06-17,3766,76,0,1
user_7,2025-06-16,2548,128,0,1
user_8,2025-07-15,1613,135,0,1
user_8,2025-07-14,2311,144,0,1
user_8,2025-07-13,111,70,0,1
user_8,2025-07-12,2632,114,0,1
user_8,2025-07-11,555,119,0,1
user_8,2025-07-10,744,66,0,1
user_8,2025-07-09,1065,108,0,1
user_8,2025-07-08,1340,87,0,1
user_8,2025-07-07,1862,101,0,1
user_8,2025-07-06,1382,157,0,1
user_8,2025-07-05,3603,108,0,1
user_8,2025-07-04,1139,156,0,1
user_8,2025-07-03,3896,113,0,1
user_8,2025-07-02,1033,70,0,1
user_8,2025-07-01,1926,62,0,1
user_8,2025-06-30,3068,129,0,1
user_8,2025-06-29,213,104,0,1
user_8,2025-06-28,918,143,0,1
user_8,2025-06-27,281,159,0,1
user_8,2025-06-26,3921,143,0,1
user_8,2025-06-25,164,156,0,1
user_8,2025-06-24,127,91,0,1
user_8,2025-06-23,816,62,0,1
user_8,2025-06-22,2544,79,0,1
user_8,2025-06-21,977,76,0,1
user_8,2025-06-20,1939,145,0,1
user_8,2025-06-19,468,132,0,1
user_8,2025-06-18,3882,87,0,1
user_8,2025-06-17,1904,149,0,1
user_8,2025-06-16,1049,158,0,1
user_9,2025-07-15,9926,137,1,0
user_9,2025-07-14,11769,74,1,0
user_9,2025-07-13,2683,99,0,0
user_9,2025-07-12,420,99,0,0
user_9,2025-07-11,6149,110,1,0
user_9,2025-07-10,3249,69,0,0
user_9,2025-07-09,10276,91,0,0
user_9,2025-07-08,4941,147,0,0
user_9,2025-07-07,1983,132,1,0
user_9,2025-07-06,5688,128,0,0
user_9,2025-07-05,6071,68,0,0
user_9,2025-07-04,5590,61,1,0
user_9,2025-07-03,8031,73,0,0
user_9,2025-07-02,5934,141,1,0
user_9,2025-07-01,7532,150,0,0
user_9,2025-06-30,2885,153,0,0
user_9,2025-06-29,10657,94,0,0
user_9,2025-06-28,8817,159,0,0
user_9,2025-06-27,7136,153,0,0
user_9,2025-06-26,5280,91,1,0
user_9,2025-06-25,1419,95,1,0
user_9,2025-06-24,3995,156,0,0
user_9,2025-06-23,9999,145,0,0
user_9,2025-06-22,470,123,1,0
user_9,2025-06-21,2979,122,0,0
user_9,2025-06-20,4232,103,0,0
user_9,2025-06-19,9767,149,1,0
user_9,2025-06-18,9106,61,0,0
user_9,2025-06-17,3130,70,0,0
user_9,2025-06-16,6658,122,0,0
user_10,2025-07-15,7800,142,1,0
user_10,2025-07-14,7342,62,0,0
user_10,2025-07-13,3630,111,0,0
user_10,2025-07-12,5016,144,0,0
user_10,2025-07-11,7753,130,0,0
user_10,2025-07-10,6971,155,0,0
user_10,2025-07-09,5764,149,0,0
user_10,2025-07-08,5023,92,0,0
user_10,2025-07-07,11817,84,0,0
user_10,2025-07-06,8779,157,0,0
user_10,2025-07-05,3138,87,1,0
user_10,2025-07-04,4530,152,0,0
user_10,2025-07-03,8595,136,0,0
user_10,2025-07-02,1647,84,0,0
user_10,2025-07-01,5912,82,0,0
user_10,2025-06-30,11600,128,0,0
user_10,2025-06-29,745,66,0,0
user_10,2025-06-28,11426,76,0,0
user_10,2025-06-27,8042,73,1,0
user_10,2025-06-26,9405,96,0,0
user_10,2025-06-25,7216,103,0,0
user_10,2025-06-24,841,92,1,0
user_10,2025-06-23,7827,74,1,0
user_10,2025-06-22,6565,122,0,0
user_10,2025-06-21,10312,147,0,0
user_10,2025-06-20,2444,132,1,0
user_10,2025-06-19,1395,91,0,0
user_10,2025-06-18,6818,137,0,0
user_10,2025-06-17,10132,88,1,0
user_10,2025-06-16,6232,117,1,0
user_11,2025-07-15,9642,114,0,0
user_11,2025-07-14,10174,67,0,0
user_11,2025-07-13,1625,157,0,0
user_11,2025-07-12,3457,93,0,0
user_11,2025-07-11,2573,90,0,0
user_11,2025-07-10,1229,80,0,0
user_11,2025-07-09,7381,148,0,0
user_11,2025-07-08,4771,64,0,0
user_11,2025-07-07,11582,96,1,0
user_11,2025-07-06,7438,69,0,0
user_11,2025-07-05,4334,160,1,0
user_11,2025-07-04,9663,144,1,0
user_11,2025-07-03,3241,114,0,0
user_11,2025-07-02,3683,142,0,0
user_11,2025-07-01,4352,78,0,0
user_11,2025-06-30,2718,99,0,0
user_11,2025-06-29,9325,96,0,0
user_11,2025-06-28,7679,148,0,0
user_11,2025-06-27,6594,94,0,0
user_11,2025-06-26,8090,116,0,0
user_11,2025-06-25,653,115,1,0
user_11,2025-06-24,9891,92,0,0
user_11,2025-06-23,3750,146,1,0
user_11,2025-06-22,9424,135,1,0
user_11,2025-06-21,11014,94,0,0
user_11,2025-06-20,2870,120,0,0
user_11,2025-06-19,7245,95,0,0
user_11,2025-06-18,9590,115,0,0
user_11,2025-06-17,8056,71,0,0
user_11,2025-06-16,6690,102,0,0
user_12,2025-07-15,658,102,0,1
user_12,2025-07-14,1686,148,0,1
user_12,2025-07-13,2029,96,0,1
user_12,2025-07-12,2713,111,0,1
user_12,2025-07-11,3332,157,0,1
user_12,2025-07-10,2253,64,0,1
user_12,2025-07-09,1862,71,0,1
user_12,2025-07-08,1288,92,0,1
user_12,2025-07-07,1324,74,0,1
user_12,2025-07-06,3973,158,0,1
user_12,2025-07-05,1655,125,0,1
user_12,2025-07-04,3378,60,0,1
user_12,2025-07-03,2693,129,0,1
user_12,2025-07-02,1892,112,0,1
user_12,2025-07-01,222,84,0,1
user_12,2025-06-30,2123,106,0,1
user_12,2025-06-29,2550,156,0,1
user_12,2025-06-28,2041,140,0,1
user_12,2025-06-27,1810,157,0,1
user_12,2025-06-26,211,86,0,1
user_12,2025-06-25,1093,130,0,1
user_12,2025-06-24,536,96,0,1
user_12,2025-06-23,1794,149,0,1
user_12,2025-06-22,1985,75,0,1
user_12,2025-06-21,118,140,0,1
user_12,2025-06-20,2493,90,0,1
user_12,2025-06-19,2907,80,0,1
user_12,2025-06-18,1272,130,0,1
user_12,2025-06-17,56,130,0,1
user_12,2025-06-16,1671,71,0,1
user_13,2025-07-15,1858,119,1,0
user_13,2025-07-14,10612,79,0,0
user_13,2025-07-13,11740,97,0,0
user_13,2025-07-12,4479,113,1,0
user_13,2025-07-11,7736,91,0,0
user_13,2025-07-10,2369,109,0,0
user_13,2025-07-09,9820,125,1,0
user_13,2025-07-08,2236,68,0,0
user_13,2025-07-07,6798,103,1,0
user_13,2025-07-06,8318,94,1,0
user_13,2025-07-05,4634,152,0,0
user_13,2025-07-04,9616,134,1,0
user_13,2025-07-03,8022,79,0,0
user_13,2025-07-02,7935,104,0,0
user_13,2025-07-01,8903,108,0,0
user_13,2025-06-30,5272,84,1,0
user_13,2025-06-29,3912,133,0,0
user_13,2025-06-28,6730,65,0,0
user_13,2025-06-27,7749,150,1,0
user_13,2025-06-26,6246,109,1,0
user_13,2025-06-25,10682,79,0,0
user_13,2025-06-24,606,76,0,0
user_13,2025-06-23,9669,102,1,0
user_13,2025-06-22,7213,72,0,0
user_13,2025-06-21,7486,61,1,0
user_13,2025-06-20,6717,143,1,0
user_13,2025-06-19,1225,120,1,0
user_13,2025-06-18,4342,103,0,0
user_13,2025-06-17,6512,143,0,0
user_13,2025-06-16,5383,146,1,0
user_14,2025-07-15,5188,140,1,0
user_14,2025-07-14,7994,129,0,0
user_14,2025-07-13,1121,90,0,0
user_14,2025-07-12,4708,89,1,0
user_14,2025-07-11,7110,72,1,0
user_14,2025-07-10,11532,72,0,0
user_14,2025-07-09,11370,98,1,0
user_14,2025-07-08,753,101,1,0
user_14,2025-07-07,4806,105,0,0
user_14,2025-07-06,2385,91,0,0
user_14,2025-07-05,9272,147,1,0
user_14,2025-07-04,2785,82,0,0
user_14,2025-07-03,6267,139,0,0
user_14,2025-07-02,8153,134,0,0
user_14,2025-07-01,7555,141,0,0
user_14,2025-06-30,4183,145,0,0
user_14,2025-06-29,7622,96,0,0
user_14,2025-06-28,2588,69,0,0
user_14,2025-06-27,5661,135,0,0
user_14,2025-06-26,6951,148,0,0
user_14,2025-06-25,4949,85,1,0
user_14,2025-06-24,7916,73,0,0
user_14,2025-06-23,9370,105,0,0
user_14,2025-06-22,11456,97,0,0
user_14,2025-06-21,10784,110,0,0
user_14,2025-06-20,9272,147,1,0
user_14,2025-06-19,803,137,1,0
user_14,2025-06-18,4689,159,1,0
user_14,2025-06-17,9946,105,0,0
user_14,2025-06-16,3115,139,0,0
user_15,2025-07-15,10800,147,1,0
user_15,2025-07-14,10293,72,1,0
user_15,2025-07-13,10589,65,0,0
user_15,2025-07-12,7222,64,0,0
user_15,2025-07-11,11998,76,0,0
user_15,2025-07-10,4835,101,1,0
user_15,2025-07-09,2877,85,0,0
user_15,2025-07-08,8837,106,0,0
user_15,2025-07-07,4465,81,0,0
user_15,2025-07-06,7894,97,1,0
user_15,2025-07-05,5549,74,0,0
user_15,2025-07-04,1233,78,1,0
user_15,2025-07-03,3696,146,1,0
user_15,2025-07-02,6511,131,0,0
user_15,2025-07-01,6464,61,0,0
user_15,2025-06-30,2024,118,0,0
user_15,2025-06-29,11015,93,0,0
user_15,2025-06-28,10461,107,0,0
user_15,2025-06-27,3830,120,0,0
user_15,2025-06-26,9198,101,1,0
user_15,2025-06-25,3626,142,0,0
user_15,2025-06-24,7606,149,0,0
user_15,2025-06-23,6689,74,0,0
user_15,2025-06-22,609,98,1,0
user_15,2025-06-21,1902,72,0,0
user_15,2025-06-20,8807,77,0,0
user_15,2025-06-19,6078,145,1,0
user_15,2025-06-18,11411,129,0,0
user_15,2025-06-17,11904,79,1,0
user_15,2025-06-16,10730,72,1,0
user_16,2025-07-15,4583,64,0,0
user_16,2025-07-14,3559,116,0,0
user_16,2025-07-13,3868,106,0,0
user_16,2025-07-12,11234,107,0,0
user_16,2025-07-11,10564,105,0,0
user_16,2025-07-10,4520,84,1,0
user_16,2025-07-09,7450,71,0,0
user_16,2025-07-08,10513,141,0,0
user_16,2025-07-07,349,66,1,0
user_16,2025-07-06,3990,76,1,0
user_16,2025-07-05,3362,68,1,0
user_16,2025-07-04,9080,86,0,0
user_16,2025-07-03,3817,102,1,0
user_16,2025-07-02,9764,60,0,0
user_16,2025-07-01,2370,76,0,0
user_16,2025-06-30,2858,74,0,0
user_16,2025-06-29,422,76,0,0
user_16,2025-06-28,3898,135,0,0
user_16,2025-06-27,2854,93,0,0
user_16,2025-06-26,6897,127,0,0
user_16,2025-06-25,1041,120,0,0
user_16,2025-06-24,5931,125,0,0
user_16,2025-06-23,7405,124,0,0
user_16,2025-06-22,10077,65,1,0
user_16,2025-06-21,10795,126,0,0
user_16,2025-06-20,10540,63,0,0
user_16,2025-06-19,7847,111,0,0
user_16,2025-06-18,1768,122,1,0
user_16,2025-06-17,7267,69,1,0
user_16,2025-06-16,5277,137,0,0
user_17,2025-07-15,2557,141,0,1
user_17,2025-07-14,2397,130,0,1
user_17,2025-07-13,2916,101,0,1
user_17,2025-07-12,1560,136,0,1
user_17,2025-07-11,2173,97,0,1
user_17,2025-07-10,1858,124,0,1
user_17,2025-07-09,2479,115,0,1
user_17,2025-07-08,406,149,0,1
user_17,2025-07-07,468,143,0,1
user_17,2025-07-06,2666,158,0,1
user_17,2025-07-05,2258,152,0,1
user_17,2025-07-04,3545,87,0,1
user_17,2025-07-03,1761,117,0,1
user_17,2025-07-02,3637,89,0,1
user_17,2025-07-01,1694,103,0,1
user_17,2025-06-30,3389,118,0,1
user_17,2025-06-29,1633,113,0,1
user_17,2025-06-28,2988,72,0,1
user_17,2025-06-27,1280,114,0,1
user_17,2025-06-26,1280,145,0,1
user_17,2025-06-25,1044,107,0,1
user_17,2025-06-24,3905,79,0,1
user_17,2025-06-23,2813,120,0,1
user_17,2025-06-22,274,71,0,1
user_17,2025-06-21,3406,70,0,1
user_17,2025-06-20,381,115,0,1
user_17,2025-06-19,395,155,0,1
user_17,2025-06-18,3026,107,0,1
user_17,2025-06-17,3325,76,0,1
user_17,2025-06-16,2278,67,0,1
user_18,2025-07-15,9201,131,0,0
user_18,2025-07-14,2002,112,0,0
user_18,2025-07-13,10900,156,0,0
user_18,2025-07-12,11813,66,1,0
user_18,2025-07-11,9837,99,0,0
user_18,2025-07-10,9468,124,0,0
user_18,2025-07-09,10759,121,0,0
user_18,2025-07-08,1773,104,1,0
user_18,2025-07-07,6022,74,1,0
user_18,2025-07-06,9406,88,1,0
user_18,2025-07-05,9190,158,1,0
user_18,2025-07-04,10052,146,0,0
user_18,2025-07-03,430,137,1,0
user_18,2025-07-02,11361,94,0,0
user_18,2025-07-01,4477,149,1,0
user_18,2025-06-30,5567,104,0,0
user_18,2025-06-29,2347,132,0,0
user_18,2025-06-28,1140,78,1,0
user_18,2025-06-27,502,71,1,0
user_18,2025-06-26,3524,108,0,0
user_18,2025-06-25,5585,80,0,0
user_18,2025-06-24,11822,101,1,0
user_18,2025-06-23,9299,136,0,0
user_18,2025-06-22,861,79,0,0
user_18,2025-06-21,10122,66,0,0
user_18,2025-06-20,4458,116,0,0
user_18,2025-06-19,7957,137,0,0
user_18,2025-06-18,4475,87,1,0
user_18,2025-06-17,1864,104,0,0
user_18,2025-06-16,4640,146,0,0
user_19,2025-07-15,10930,99,0,0
user_19,2025-07-14,6475,136,0,0
user_19,2025-07-13,3349,98,1,0
user_19,2025-07-12,2248,157,0,0
user_19,2025-07-11,5375,75,0,0
user_19,2025-07-10,7055,82,0,0
user_19,2025-07-09,8725,150,0,0
user_19,2025-07-08,9154,145,1,0
user_19,2025-07-07,1180,110,1,0
user_19,2025-07-06,693,115,0,0
user_19,2025-07-05,1275,100,0,0
user_19,2025-07-04,9394,111,1,0
user_19,2025-07-03,6843,97,0,0
user_19,2025-07-02,341,101,0,0
user_19,2025-07-01,10127,118,1,0
user_19,2025-06-30,5928,71,0,0
user_19,2025-06-29,1734,91,0,0
user_19,2025-06-28,6560,127,0,0
user_19,2025-06-27,5083,155,0,0
user_19,2025-06-26,5456,159,0,0
user_19,2025-06-25,8363,141,0,0
user_19,2025-06-24,8355,84,1,0
user_19,2025-06-23,5724,104,1,0
user_19,2025-06-22,10574,78,0,0
user_19,2025-06-21,2399,92,0,0
user_19,2025-06-20,9869,79,1,0
user_19,2025-06-19,10739,69,0,0
user_19,2025-06-18,10288,123,0,0
user_19,2025-06-17,9236,157,0,0
user_19,2025-06-16,11159,132,0,0
user_20,2025-07-15,5295,140,0,0
user_20,2025-07-14,7205,68,0,0
user_20,2025-07-13,10344,98,1,0
user_20,2025-07-12,9689,67,0,0
user_20,2025-07-11,1215,99,0,0
user_20,2025-07-10,616,67,0,0
user_20,2025-07-09,4703,69,0,0
user_20,2025-07-08,1479,138,0,0
user_20,2025-07-07,6299,119,0,0
user_20,2025-07-06,672,117,1,0
user_20,2025-07-05,9366,143,0,0
user_20,2025-07-04,9912,120,0,0
user_20,2025-07-03,1013,117,0,0
user_20,2025-07-02,5626,151,0,0
user_20,2025-07-01,10586,82,0,0
user_20,2025-06-30,11593,116,1,0
user_20,2025-06-29,8586,126,0,0
user_20,2025-06-28,5962,107,1,0
user_20,2025-06-27,6347,112,1,0
user_20,2025-06-26,11123,136,0,0
user_20,2025-06-25,10336,142,0,0
user_20,2025-06-24,5401,72,0,0
user_20,2025-06-23,6333,96,0,0
user_20,2025-06-22,10757,137,1,0
user_20,2025-06-21,5461,70,0,0
user_20,2025-06-20,2317,104,0,0
user_20,2025-06-19,10748,149,0,0
user_20,2025-06-18,2112,136,1,0
user_20,2025-06-17,1388,99,0,0
user_20,2025-06-16,10542,102,1,0
user_21,2025-07-15,11229,127,0,0
user_21,2025-07-14,10984,114,0,0
user_21,2025-07-13,298,106,0,0
user_21,2025-07-12,3509,103,1,0
user_21,2025-07-11,7967,84,0,0
user_21,2025-07-10,2253,79,0,0
user_21,2025-07-09,1657,124,1,0
user_21,2025-07-08,8626,64,0,0
user_21,2025-07-07,10125,76,0,0
user_21,2025-07-06,2527,80,0,0
user_21,2025-07-05,11351,158,0,0
user_21,2025-07-04,2712,152,0,0
user_21,2025-07-03,6731,106,0,0
user_21,2025-07-02,3891,116,0,0
user_21,2025-07-01,7355,89,0,0
user_21,2025-06-30,5070,160,0,0
user_21,2025-06-29,3178,107,0,0
user_21,2025-06-28,9345,116,0,0
user_21,2025-06-27,4616,159,0,0
user_21,2025-06-26,8641,113,1,0
user_21,2025-06-25,3271,137,0,0
user_21,2025-06-24,4096,66,0,0
user_21,2025-06-23,6081,130,1,0
user_21,2025-06-22,11655,126,1,0
user_21,2025-06-21,4670,70,1,0
user_21,2025-06-20,4469,117,1,0
user_21,2025-06-19,2414,115,0,0
user_21,2025-06-18,3637,117,1,0
user_21,2025-06-17,436,113,0,0
user_21,2025-06-16,8224,107,0,0
user_22,2025-07-15,6142,88,0,0
user_22,2025-07-14,1623,151,0,0
user_22,2025-07-13,2392,77,0,0
user_22,2025-07-12,7740,149,1,0
user_22,2025-07-11,11559,120,0,0
user_22,2025-07-10,86,70,0,0
user_22,2025-07-09,3533,79,0,0
user_22,2025-07-08,11915,137,0,0
user_22,2025-07-07,1821,159,0,0
user_22,2025-07-06,4934,75,0,0
user_22,2025-07-05,6878,141,1,0
user_22,2025-07-04,7489,68,0,0
user_22,2025-07-03,8189,136,0,0
user_22,2025-07-02,10353,125,0,0
user_22,2025-07-01,11772,78,0,0
user_22,2025-06-30,25,138,0,0
user_22,2025-06-29,9349,113,0,0
user_22,2025-06-28,10948,70,0,0
user_22,2025-06-27,5908,68,1,0
user_22,2025-06-26,8914,124,1,0
user_22,2025-06-25,8316,130,0,0
user_22,2025-06-24,7702,65,0,0
user_22,2025-06-23,6116,92,1,0
user_22,2025-06-22,5850,160,0,0
user_22,2025-06-21,3950,153,0,0
user_22,2025-06-20,1698,158,0,0
user_22,2025-06-19,5447,77,0,0
user_22,2025-06-18,8945,103,1,0
user_22,2025-06-17,2868,159,0,0
user_22,2025-06-16,11393,121,0,0
user_23,2025-07-15,1033,151,1,0
user_23,2025-07-14,7498,64,0,0
user_23,2025-07-13,717,85,1,0
user_23,2025-07-12,5170,99,0,0
user_23,2025-07-11,8897,120,0,0
user_23,2025-07-10,10598,84,0,0
user_23,2025-07-09,783,143,0,0
user_23,2025-07-08,2039,107,0,0
user_23,2025-07-07,6553,155,0,0
user_23,2025-07-06,6334,103,1,0
user_23,2025-07-05,8129,148,0,0
