user,timestamp,ip,resource,action,label
user_024,2025-07-01 12:19:05,147.71.111.117,cloud_storage,exfiltrate,1
user_033,2025-07-08 19:24:45,156.133.139.113,cloud_storage,delete,0
user_000,2025-07-01 20:33:40,206.16.186.10,wet_lab,write,0
user_034,2025-07-08 02:58:57,153.233.63.231,compute_mode,write,0
user_021,2025-07-05 15:17:01,22.82.98.1,compute_mode,read,0
user_029,2025-07-04 06:19:26,170.13.221.4,compute_mode,exfiltrate,1
user_048,2025-07-05 14:04:22,219.169.164.83,cloud_storage,delete,0
user_040,2025-07-04 13:17:07,171.66.107.163,cloud_storage,write,0
user_009,2025-07-02 16:58:34,158.70.109.210,genome_db,read,0
user_049,2025-07-07 21:18:18,16.17.153.22,cloud_storage,delete,0
user_038,2025-07-03 13:50:59,173.218.37.85,sequencer,read,0
user_023,2025-07-02 06:23:00,68.131.215.122,compute_mode,read,0
user_015,2025-07-04 06:37:15,68.131.215.122,cloud_storage,delete,0
user_005,2025-07-04 00:05:43,81.168.130.215,sequencer,delete,0
user_048,2025-07-03 04:50:59,78.188.96.233,genome_db,read,0
user_030,2025-07-05 22:15:10,78.188.96.233,genome_db,read,0
user_038,2025-07-08 05:31:13,168.234.14.121,genome_db,delete,0
user_048,2025-06-29 19:21:28,81.168.130.215,genome_db,write,0
user_025,2025-07-04 22:47:41,206.16.186.10,compute_mode,read,0
user_033,2025-07-02 01:22:44,132.17.40.122,wet_lab,read,0
user_004,2025-07-05 05:25:04,173.218.37.85,wet_lab,read,0
user_014,2025-07-07 22:12:05,154.138.117.180,genome_db,read,0
user_045,2025-06-30 22:26:58,116.94.196.239,wet_lab,read,0
user_002,2025-07-07 22:32:24,193.239.68.134,compute_mode,read,0
user_015,2025-07-06 08:34:12,156.133.139.113,sequencer,read,0
user_008,2025-07-02 11:14:48,81.168.130.215,cloud_storage,read,0
user_015,2025-07-09 06:34:44,75.16.35.114,sequencer,delete,0
user_012,2025-07-07 21:03:56,22.82.98.1,wet_lab,write,0
user_022,2025-06-30 12:44:34,168.234.14.121,sequencer,read,0
user_046,2025-07-04 01:28:23,15.116.172.14,wet_lab,read,0
user_046,2025-07-07 20:22:53,173.218.37.85,wet_lab,read,0
user_012,2025-07-06 07:56:15,78.188.96.233,sequencer,read,0
user_011,2025-07-08 17:16:31,156.133.139.113,sequencer,read,0
user_004,2025-07-02 07:30:24,132.17.40.122,cloud_storage,read,0
user_041,2025-06-30 10:11:05,78.188.96.233,wet_lab,exfiltrate,1
user_048,2025-07-05 21:58:18,193.239.68.134,genome_db,read,0
user_031,2025-07-03 01:21:45,16.166.116.116,genome_db,delete,0
user_003,2025-07-03 06:33:07,219.169.164.83,sequencer,read,0
user_024,2025-07-07 23:11:18,156.133.139.113,sequencer,read,0
user_044,2025-07-01 05:45:42,81.168.130.215,cloud_storage,write,0
user_031,2025-07-07 03:33:44,36.136.176.143,genome_db,read,0
user_003,2025-07-05 06:45:18,154.138.117.180,cloud_storage,read,0
user_020,2025-07-01 12:13:39,15.116.172.14,wet_lab,read,0
user_032,2025-07-04 19:46:53,16.17.153.22,cloud_storage,read,0
user_032,2025-07-09 08:54:07,31.17.178.38,genome_db,read,0
user_004,2025-07-07 12:49:52,206.16.186.10,genome_db,read,0
user_036,2025-07-05 13:51:31,61.130.102.125,cloud_storage,read,0
user_039,2025-07-09 09:07:52,31.17.178.38,sequencer,write,0
user_036,2025-07-08 23:05:43,93.159.170.21,compute_mode,delete,0
user_013,2025-07-01 22:44:14,206.16.186.10,compute_mode,read,0
user_025,2025-07-06 00:45:00,36.136.176.143,compute_mode,read,0
user_048,2025-07-08 17:27:01,16.17.153.22,wet_lab,read,0
user_039,2025-07-01 06:23:30,154.138.117.180,wet_lab,read,0
user_013,2025-07-05 11:25:20,93.159.170.21,compute_mode,read,0
user_022,2025-06-30 18:06:37,68.131.215.122,wet_lab,delete,0
user_023,2025-07-06 21:32:30,171.66.107.163,genome_db,read,0
user_034,2025-07-09 07:11:35,206.238.218.116,compute_mode,write,0
user_041,2025-06-30 20:08:36,93.159.170.21,wet_lab,write,0
user_035,2025-07-02 22:36:36,171.66.107.163,wet_lab,delete,0
user_008,2025-07-08 05:08:44,156.133.139.113,wet_lab,delete,0
user_047,2025-07-07 10:50:40,78.188.96.233,genome_db,read,0
user_038,2025-07-03 21:58:36,185.103.8.195,compute_mode,read,0
user_040,2025-07-04 11:57:38,193.239.68.134,compute_mode,read,0
user_016,2025-07-07 11:22:24,68.131.215.122,wet_lab,read,0
user_027,2025-07-03 11:05:41,180.181.186.23,compute_mode,read,0
user_021,2025-07-06 15:15:34,153.233.63.231,genome_db,write,0
user_016,2025-07-09 10:36:21,219.169.164.83,sequencer,read,0
user_027,2025-07-05 12:21:58,78.188.96.233,wet_lab,read,0
user_044,2025-07-01 03:34:01,68.131.215.122,genome_db,read,0
user_023,2025-07-06 15:58:19,154.138.117.180,cloud_storage,read,0
user_008,2025-07-09 12:43:00,15.116.172.14,compute_mode,read,0
user_002,2025-06-30 21:36:33,68.131.215.122,compute_mode,read,0
user_015,2025-07-05 08:41:24,206.16.186.10,wet_lab,read,0
user_035,2025-06-30 11:42:30,68.131.215.122,sequencer,exfiltrate,1
user_047,2025-06-30 07:01:49,36.136.176.143,genome_db,delete,0
user_011,2025-07-07 15:05:16,68.131.215.122,sequencer,read,0
user_047,2025-07-02 04:27:57,16.17.153.22,compute_mode,write,0
user_026,2025-06-30 21:53:55,75.16.35.114,genome_db,read,0
user_044,2025-07-03 15:50:21,22.82.98.1,sequencer,delete,0
user_030,2025-07-01 03:34:26,61.130.102.125,genome_db,delete,0
user_029,2025-06-29 23:43:15,158.70.109.210,compute_mode,delete,0
user_014,2025-07-06 06:52:32,61.130.102.125,wet_lab,write,0
user_025,2025-07-03 15:10:16,173.218.37.85,compute_mode,delete,0
user_049,2025-07-01 12:01:26,156.133.139.113,compute_mode,write,0
user_025,2025-07-04 22:49:44,206.16.186.10,cloud_storage,read,0
user_001,2025-07-05 12:00:35,22.82.98.1,compute_mode,read,0
user_016,2025-07-03 10:37:45,15.116.172.14,wet_lab,read,0
user_022,2025-07-05 04:04:51,81.168.130.215,compute_mode,read,0
user_032,2025-07-03 16:15:20,22.82.98.1,sequencer,delete,0
user_012,2025-07-09 02:24:14,156.133.139.113,wet_lab,write,0
user_000,2025-07-06 11:56:19,93.159.170.21,cloud_storage,write,0
user_047,2025-07-02 20:25:52,81.168.130.215,genome_db,read,0
user_004,2025-07-04 02:26:19,206.16.186.10,compute_mode,write,0
user_042,2025-07-01 00:06:15,193.239.68.134,wet_lab,write,0
user_019,2025-07-07 07:39:51,93.159.170.21,compute_mode,write,0
user_020,2025-07-02 23:53:16,147.71.111.117,compute_mode,read,0
user_012,2025-07-01 05:25:24,168.234.14.121,sequencer,write,0
user_011,2025-07-03 17:25:12,184.21.239.21,cloud_storage,read,0
user_035,2025-07-05 09:42:26,180.181.186.23,wet_lab,read,0
user_013,2025-07-09 08:01:37,168.234.14.121,cloud_storage,write,0
user_020,2025-07-06 05:41:36,132.17.40.122,sequencer,read,0
user_013,2025-07-03 18:16:51,93.159.170.21,sequencer,write,0
user_047,2025-07-03 09:01:41,219.169.164.83,wet_lab,read,0
user_042,2025-07-07 02:47:17,116.94.196.239,cloud_storage,read,0
user_048,2025-07-01 15:05:22,61.130.102.125,compute_mode,read,0
user_012,2025-07-05 12:56:34,36.136.176.143,wet_lab,read,0
user_030,2025-07-05 02:39:51,184.21.239.21,wet_lab,read,0
user_040,2025-07-03 21:34:26,154.138.117.180,genome_db,write,0
user_024,2025-07-06 23:42:41,16.166.116.116,sequencer,read,0
user_041,2025-07-02 03:48:33,206.238.218.116,wet_lab,delete,0
user_049,2025-07-07 14:44:11,68.131.215.122,wet_lab,write,0
user_014,2025-07-04 12:43:40,219.169.164.83,cloud_storage,read,0
user_035,2025-07-06 13:55:06,61.130.102.125,wet_lab,read,0
user_029,2025-06-30 20:27:15,206.16.186.10,cloud_storage,exfiltrate,1
user_038,2025-07-07 23:25:03,173.218.37.85,sequencer,write,0
user_046,2025-07-07 17:12:02,68.131.215.122,cloud_storage,read,0
user_035,2025-07-02 11:08:29,132.17.40.122,genome_db,write,0
user_030,2025-06-30 14:36:07,132.17.40.122,compute_mode,write,0
user_040,2025-07-01 00:34:38,156.133.139.113,cloud_storage,read,0
user_015,2025-07-02 11:15:58,156.133.139.113,sequencer,read,0
user_018,2025-07-03 12:18:08,61.130.102.125,compute_mode,read,0
user_034,2025-07-01 09:54:44,31.17.178.38,genome_db,read,0
user_024,2025-06-30 15:53:01,206.238.218.116,genome_db,write,0
user_004,2025-07-04 07:32:52,168.234.14.121,sequencer,read,0
user_029,2025-07-04 01:50:30,168.234.14.121,wet_lab,read,0
user_026,2025-07-04 13:44:52,147.71.111.117,cloud_storage,delete,0
user_001,2025-07-03 19:03:31,193.239.68.134,cloud_storage,read,0
user_000,2025-07-05 15:36:54,158.70.109.210,compute_mode,write,0
user_026,2025-07-01 16:19:31,78.188.96.233,cloud_storage,write,0
user_014,2025-07-03 11:33:15,16.166.116.116,genome_db,read,0
user_031,2025-07-06 21:26:46,170.13.221.4,sequencer,read,0
user_043,2025-07-05 14:27:00,75.16.35.114,sequencer,write,0
user_029,2025-07-06 19:15:53,16.17.153.22,genome_db,exfiltrate,1
user_034,2025-07-08 09:42:57,170.13.221.4,sequencer,read,0
user_042,2025-06-29 19:05:59,170.13.221.4,wet_lab,write,0
user_008,2025-07-04 10:54:09,193.239.68.134,sequencer,read,0
user_016,2025-07-07 00:41:56,147.71.111.117,compute_mode,read,0
user_020,2025-07-07 13:59:40,173.218.37.85,sequencer,read,0
user_026,2025-07-08 01:50:05,156.133.139.113,wet_lab,read,0
user_047,2025-06-29 14:13:47,78.188.96.233,wet_lab,exfiltrate,1
user_022,2025-07-03 08:45:38,61.130.102.125,wet_lab,write,0
user_041,2025-07-05 03:34:38,15.116.172.14,wet_lab,delete,0
user_012,2025-07-04 07:04:20,180.181.186.23,wet_lab,write,0
user_015,2025-07-05 10:42:34,36.136.176.143,sequencer,write,0
user_036,2025-07-04 23:54:20,185.103.8.195,sequencer,write,0
user_049,2025-07-07 16:51:22,158.70.109.210,genome_db,write,0
user_047,2025-07-03 16:41:58,206.238.218.116,wet_lab,write,0
user_010,2025-07-06 03:12:54,171.66.107.163,wet_lab,read,0
user_019,2025-07-08 06:23:40,154.138.117.180,sequencer,read,0
user_045,2025-07-06 12:57:09,185.103.8.195,wet_lab,read,0
user_040,2025-07-06 20:46:17,61.130.102.125,wet_lab,write,0
user_019,2025-07-04 07:30:12,193.239.68.134,cloud_storage,delete,0
user_036,2025-07-02 08:16:38,75.16.35.114,wet_lab,read,0
user_027,2025-07-06 09:27:27,206.16.186.10,compute_mode,read,0
user_041,2025-07-06 06:29:46,173.218.37.85,wet_lab,delete,0
user_031,2025-07-06 14:44:11,22.82.98.1,sequencer,exfiltrate,1
user_040,2025-06-30 04:24:42,68.131.215.122,sequencer,write,0
user_027,2025-07-05 16:56:54,219.169.164.83,cloud_storage,exfiltrate,1
user_017,2025-07-07 12:18:26,184.21.239.21,cloud_storage,write,0
user_029,2025-07-02 15:25:46,168.234.14.121,cloud_storage,read,0
user_015,2025-07-01 22:33:41,180.181.186.23,wet_lab,read,0
user_028,2025-07-09 08:53:32,61.130.102.125,sequencer,read,0
user_042,2025-07-03 15:56:45,147.71.111.117,compute_mode,read,0
user_020,2025-07-04 07:38:35,219.169.164.83,sequencer,read,0
user_016,2025-07-08 15:17:21,173.218.37.85,compute_mode,delete,0
user_044,2025-07-04 00:51:02,68.131.215.122,compute_mode,read,0
user_033,2025-07-07 03:38:07,185.103.8.195,wet_lab,read,0
user_026,2025-07-03 01:16:51,16.166.116.116,cloud_storage,write,0
user_044,2025-07-09 02:04:56,16.166.116.116,sequencer,read,0
user_001,2025-07-01 05:47:47,31.17.178.38,compute_mode,read,0
user_044,2025-06-30 16:01:33,61.130.102.125,compute_mode,write,0
user_023,2025-07-08 07:34:25,16.166.116.116,cloud_storage,read,0
user_027,2025-06-30 14:10:56,81.168.130.215,cloud_storage,read,0
user_044,2025-07-05 20:59:57,132.17.40.122,compute_mode,read,0
user_014,2025-07-07 05:14:32,22.82.98.1,genome_db,read,0
user_047,2025-07-02 08:50:03,78.188.96.233,genome_db,read,0
user_047,2025-07-07 22:21:39,16.166.116.116,compute_mode,write,0
user_048,2025-07-07 21:28:55,93.159.170.21,cloud_storage,read,0
user_006,2025-07-02 16:17:39,180.181.186.23,genome_db,read,0
user_023,2025-07-04 07:18:33,219.169.164.83,compute_mode,read,0
user_034,2025-07-02 10:18:27,36.136.176.143,compute_mode,read,0
user_003,2025-07-02 02:42:31,78.188.96.233,compute_mode,write,0
user_008,2025-07-02 20:24:09,116.94.196.239,sequencer,read,0
user_000,2025-07-06 08:47:00,154.138.117.180,compute_mode,read,0
user_028,2025-07-05 21:24:22,173.218.37.85,genome_db,exfiltrate,1
user_016,2025-07-03 14:37:17,193.239.68.134,sequencer,read,0
user_004,2025-06-30 22:35:19,147.71.111.117,sequencer,read,0
user_040,2025-07-06 02:05:12,206.16.186.10,wet_lab,read,0
user_036,2025-07-08 16:12:39,171.66.107.163,wet_lab,exfiltrate,1
user_007,2025-06-30 08:39:12,78.188.96.233,sequencer,write,0
user_039,2025-07-07 19:50:48,61.130.102.125,cloud_storage,read,0
user_028,2025-07-04 23:38:45,171.66.107.163,cloud_storage,exfiltrate,1
user_019,2025-07-08 09:22:35,154.138.117.180,cloud_storage,read,0
user_047,2025-07-01 06:25:55,22.82.98.1,genome_db,write,0
user_016,2025-07-04 14:29:46,206.16.186.10,wet_lab,read,0
user_011,2025-07-04 23:31:57,78.188.96.233,wet_lab,read,0
user_026,2025-06-29 23:29:56,132.17.40.122,cloud_storage,read,0
user_002,2025-07-03 23:40:41,61.130.102.125,compute_mode,write,0
user_044,2025-07-08 07:03:17,193.239.68.134,sequencer,read,0
user_014,2025-07-09 06:25:53,16.17.153.22,compute_mode,write,0
user_040,2025-07-03 00:19:53,154.138.117.180,genome_db,read,0
user_034,2025-07-02 10:01:33,61.130.102.125,genome_db,delete,0
user_009,2025-07-02 04:53:52,31.17.178.38,wet_lab,read,0
user_019,2025-07-03 01:38:09,184.21.239.21,cloud_storage,delete,0
user_028,2025-07-01 20:24:01,22.82.98.1,sequencer,write,0
user_044,2025-07-06 02:30:19,147.71.111.117,compute_mode,read,0
user_031,2025-07-09 11:43:53,132.17.40.122,wet_lab,read,0
user_027,2025-07-07 10:07:38,81.168.130.215,compute_mode,write,0
user_001,2025-07-01 13:07:12,31.17.178.38,genome_db,exfiltrate,1
user_036,2025-07-01 21:21:14,154.138.117.180,wet_lab,exfiltrate,1
user_043,2025-07-04 14:20:47,180.181.186.23,compute_mode,read,0
user_048,2025-07-05 07:37:53,153.233.63.231,genome_db,read,0
user_041,2025-07-02 06:53:36,132.17.40.122,compute_mode,read,0
user_037,2025-07-03 07:55:00,168.234.14.121,sequencer,exfiltrate,1
user_030,2025-06-30 18:53:29,158.70.109.210,sequencer,read,0
user_042,2025-06-30 09:48:56,22.82.98.1,genome_db,read,0
user_044,2025-07-07 10:29:16,16.166.116.116,compute_mode,write,0
user_025,2025-06-30 21:22:27,180.181.186.23,cloud_storage,read,0
user_005,2025-07-03 19:59:26,173.218.37.85,compute_mode,read,0
user_049,2025-07-09 06:25:21,147.71.111.117,cloud_storage,delete,0
user_000,2025-07-06 10:25:18,206.16.186.10,cloud_storage,read,0
user_003,2025-07-07 20:46:28,185.103.8.195,cloud_storage,read,0
user_048,2025-07-01 01:24:14,16.166.116.116,sequencer,write,0
user_013,2025-07-07 13:56:55,156.133.139.113,cloud_storage,read,0
user_018,2025-07-04 16:36:15,132.17.40.122,sequencer,read,0
user_040,2025-07-03 14:17:46,184.21.239.21,genome_db,write,0
user_019,2025-07-05 14:40:36,78.188.96.233,wet_lab,read,0
user_005,2025-06-29 19:56:45,61.130.102.125,wet_lab,read,0
user_007,2025-07-04 21:55:32,116.94.196.239,genome_db,read,0
user_045,2025-06-30 23:31:09,171.66.107.163,cloud_storage,write,0
user_026,2025-07-02 13:00:41,180.181.186.23,sequencer,exfiltrate,1
user_015,2025-07-07 08:04:23,132.17.40.122,cloud_storage,read,0
user_012,2025-06-30 15:36:43,16.17.153.22,cloud_storage,read,0
user_008,2025-07-07 05:06:38,193.239.68.134,wet_lab,read,0
user_026,2025-07-07 01:07:23,173.218.37.85,cloud_storage,read,0
user_000,2025-06-30 21:15:16,171.66.107.163,compute_mode,delete,0
user_037,2025-06-29 16:47:26,206.16.186.10,sequencer,delete,0
user_028,2025-06-30 12:10:13,78.188.96.233,sequencer,read,0
user_035,2025-07-05 16:55:11,153.233.63.231,cloud_storage,read,0
user_020,2025-06-30 06:45:53,193.239.68.134,genome_db,exfiltrate,1
user_015,2025-07-04 08:35:51,154.138.117.180,sequencer,read,0
user_049,2025-07-06 13:24:30,168.234.14.121,wet_lab,read,0
user_030,2025-07-07 15:02:24,206.238.218.116,sequencer,read,0
user_042,2025-07-05 23:04:29,75.16.35.114,genome_db,read,0
user_002,2025-07-02 11:17:49,36.136.176.143,cloud_storage,exfiltrate,1
user_021,2025-07-05 10:27:10,193.239.68.134,wet_lab,delete,0
user_028,2025-06-30 08:31:37,22.82.98.1,cloud_storage,delete,0
user_000,2025-07-04 19:16:35,81.168.130.215,genome_db,read,0
user_041,2025-07-07 05:30:41,36.136.176.143,wet_lab,read,0
user_016,2025-07-02 23:18:45,173.218.37.85,cloud_storage,write,0
user_041,2025-07-04 14:39:09,31.17.178.38,compute_mode,delete,0
user_034,2025-07-09 03:37:28,147.71.111.117,compute_mode,write,0
user_048,2025-06-29 22:05:48,16.166.116.116,cloud_storage,read,0
user_004,2025-07-01 14:03:33,61.130.102.125,compute_mode,exfiltrate,1
user_047,2025-07-03 12:20:51,31.17.178.38,sequencer,exfiltrate,1
user_048,2025-07-03 09:24:41,116.94.196.239,wet_lab,read,0
user_044,2025-06-30 14:29:57,171.66.107.163,wet_lab,read,0
user_003,2025-07-05 20:41:40,171.66.107.163,compute_mode,read,0
user_009,2025-07-04 17:51:15,61.130.102.125,cloud_storage,read,0
user_043,2025-07-01 01:26:35,75.16.35.114,genome_db,read,0
user_005,2025-06-30 09:10:11,184.21.239.21,sequencer,write,0
user_015,2025-07-06 14:14:44,16.166.116.116,cloud_storage,read,0
user_029,2025-07-07 08:30:21,116.94.196.239,compute_mode,read,0
user_042,2025-07-03 20:19:14,170.13.221.4,sequencer,delete,0
user_043,2025-07-04 18:57:54,78.188.96.233,genome_db,read,0
user_022,2025-07-06 17:23:20,154.138.117.180,compute_mode,write,0
user_027,2025-07-03 07:22:19,206.238.218.116,compute_mode,read,0
user_019,2025-07-03 22:35:34,185.103.8.195,sequencer,delete,0
user_006,2025-07-05 09:37:24,61.130.102.125,sequencer,read,0
user_036,2025-07-01 12:56:48,171.66.107.163,compute_mode,read,0
user_042,2025-06-30 06:32:11,147.71.111.117,compute_mode,read,0
user_043,2025-07-02 12:21:29,153.233.63.231,wet_lab,delete,0
user_047,2025-07-01 23:08:52,16.166.116.116,compute_mode,write,0
user_014,2025-07-07 11:10:44,184.21.239.21,compute_mode,read,0
user_012,2025-07-08 01:42:45,184.21.239.21,compute_mode,write,0
user_046,2025-07-02 06:09:45,153.233.63.231,genome_db,write,0
user_040,2025-07-01 02:10:16,116.94.196.239,wet_lab,read,0
user_028,2025-07-02 16:26:06,15.116.172.14,cloud_storage,read,0
user_008,2025-07-04 22:27:45,31.17.178.38,compute_mode,read,0
user_026,2025-07-05 03:22:04,219.169.164.83,genome_db,read,0
user_034,2025-07-08 09:07:12,68.131.215.122,compute_mode,read,0
user_017,2025-07-05 22:31:25,180.181.186.23,genome_db,read,0
user_030,2025-07-03 02:47:20,75.16.35.114,compute_mode,write,0
user_021,2025-07-06 08:51:55,75.16.35.114,wet_lab,read,0
user_004,2025-07-08 03:01:03,36.136.176.143,genome_db,delete,0
user_046,2025-07-04 09:03:00,206.16.186.10,sequencer,exfiltrate,1
user_035,2025-07-08 07:30:40,158.70.109.210,wet_lab,write,0
user_000,2025-07-08 05:12:07,156.133.139.113,cloud_storage,read,0
user_023,2025-07-05 21:42:09,206.16.186.10,compute_mode,read,0
user_040,2025-07-06 10:11:11,158.70.109.210,wet_lab,write,0
user_030,2025-07-02 15:14:31,170.13.221.4,cloud_storage,delete,0
user_035,2025-07-08 22:43:47,173.218.37.85,cloud_storage,read,0
user_004,2025-06-30 08:28:23,116.94.196.239,sequencer,delete,0
user_019,2025-07-04 06:09:00,116.94.196.239,sequencer,read,0
user_002,2025-07-05 23:20:48,15.116.172.14,compute_mode,exfiltrate,1
user_007,2025-07-06 16:55:17,22.82.98.1,genome_db,delete,0
user_008,2025-07-02 10:42:14,147.71.111.117,sequencer,read,0
user_047,2025-07-05 00:38:33,206.238.218.116,cloud_storage,read,0
user_047,2025-07-03 19:55:18,81.168.130.215,genome_db,delete,0
user_041,2025-07-06 18:02:32,22.82.98.1,sequencer,write,0
user_017,2025-07-07 00:41:32,15.116.172.14,compute_mode,read,0
user_028,2025-07-04 12:09:51,61.130.102.125,compute_mode,read,0
user_043,2025-06-30 04:28:13,158.70.109.210,cloud_storage,delete,0
user_041,2025-07-01 18:48:39,158.70.109.210,wet_lab,read,0
user_012,2025-07-08 05:10:24,22.82.98.1,sequencer,read,0
user_013,2025-07-03 16:03:11,116.94.196.239,cloud_storage,exfiltrate,1
user_003,2025-07-03 03:51:06,75.16.35.114,compute_mode,read,0
user_008,2025-07-03 16:19:09,75.16.35.114,cloud_storage,read,0
user_048,2025-06-30 14:27:12,78.188.96.233,genome_db,read,0
user_014,2025-07-07 04:01:27,173.218.37.85,genome_db,write,0
user_038,2025-07-01 13:27:12,170.13.221.4,compute_mode,delete,0
user_009,2025-07-06 20:30:20,36.136.176.143,cloud_storage,read,0
user_011,2025-07-03 10:18:25,22.82.98.1,wet_lab,read,0
user_022,2025-07-06 19:43:59,75.16.35.114,genome_db,read,0
user_001,2025-06-29 18:58:16,219.169.164.83,compute_mode,read,0
user_047,2025-06-29 22:02:32,168.234.14.121,cloud_storage,read,0
user_004,2025-07-01 08:12:24,16.166.116.116,sequencer,write,0
user_032,2025-07-03 03:52:48,154.138.117.180,wet_lab,read,0
user_014,2025-07-02 23:45:38,184.21.239.21,wet_lab,write,0
user_042,2025-07-02 17:45:59,93.159.170.21,compute_mode,read,0
user_001,2025-07-07 08:34:48,15.116.172.14,sequencer,delete,0
user_027,2025-07-01 12:13:03,206.16.186.10,wet_lab,read,0
user_028,2025-07-08 22:59:41,31.17.178.38,wet_lab,read,0
user_009,2025-07-09 07:56:26,31.17.178.38,genome_db,read,0
user_040,2025-07-07 12:20:54,154.138.117.180,cloud_storage,write,0
user_024,2025-07-03 01:09:28,184.21.239.21,cloud_storage,read,0
user_032,2025-07-05 04:17:50,184.21.239.21,sequencer,read,0
user_044,2025-07-04 17:56:44,22.82.98.1,cloud_storage,write,0
user_013,2025-07-08 14:27:20,168.234.14.121,sequencer,delete,0
user_026,2025-07-06 23:24:23,173.218.37.85,sequencer,read,0
user_046,2025-06-30 20:10:18,22.82.98.1,compute_mode,read,0
user_042,2025-06-30 08:09:34,156.133.139.113,compute_mode,exfiltrate,1
user_043,2025-06-29 14:49:12,16.17.153.22,sequencer,read,0
user_005,2025-07-08 09:12:10,31.17.178.38,sequencer,read,0
user_047,2025-07-02 20:18:52,158.70.109.210,genome_db,read,0
user_037,2025-07-03 23:20:33,78.188.96.233,cloud_storage,read,0
user_007,2025-07-01 00:13:49,168.234.14.121,compute_mode,delete,0
user_048,2025-07-03 03:53:12,168.234.14.121,wet_lab,exfiltrate,1
user_038,2025-07-01 11:12:48,171.66.107.163,compute_mode,read,0
user_032,2025-07-02 08:21:35,185.103.8.195,genome_db,write,0
user_014,2025-07-06 04:55:38,193.239.68.134,wet_lab,read,0
user_035,2025-07-03 08:00:18,158.70.109.210,wet_lab,write,0
user_036,2025-07-09 04:57:32,61.130.102.125,sequencer,delete,0
user_049,2025-06-30 13:55:08,180.181.186.23,cloud_storage,write,0
user_041,2025-07-06 04:49:56,78.188.96.233,wet_lab,write,0
user_042,2025-07-07 04:00:09,180.181.186.23,compute_mode,read,0
user_017,2025-07-07 08:27:06,206.238.218.116,compute_mode,delete,0
user_022,2025-07-01 04:35:04,170.13.221.4,genome_db,delete,0
user_036,2025-07-04 10:35:57,206.16.186.10,sequencer,read,0
user_047,2025-07-04 11:24:11,116.94.196.239,wet_lab,read,0
user_033,2025-07-07 07:36:18,185.103.8.195,sequencer,read,0
user_021,2025-07-07 19:45:17,219.169.164.83,compute_mode,read,0
user_020,2025-07-01 10:07:53,153.233.63.231,cloud_storage,read,0
user_003,2025-07-03 11:22:35,36.136.176.143,genome_db,write,0
user_003,2025-07-07 00:15:52,206.16.186.10,wet_lab,read,0
user_042,2025-07-09 08:50:05,168.234.14.121,sequencer,write,0
user_026,2025-06-29 18:26:01,156.133.139.113,genome_db,write,0
user_007,2025-06-30 16:41:32,158.70.109.210,sequencer,read,0
user_043,2025-07-01 00:39:54,206.16.186.10,cloud_storage,read,0
user_042,2025-07-03 13:34:36,171.66.107.163,wet_lab,read,0
user_038,2025-07-08 11:52:27,15.116.172.14,wet_lab,read,0
user_013,2025-07-02 05:13:10,153.233.63.231,genome_db,write,0
user_018,2025-06-30 05:50:08,173.218.37.85,wet_lab,read,0
